track_id,track_name,artist_name,genre,key,mode,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity
TRK000032,Track_0032,Artist_080,jazz,8,1,0.3694,,-16.489,0.2132,0.7865,0.0105,0.4087,0.3144,90.05,231987,43
TRK000033,Track_0033,Artist_033,hip-hop,9,1,0.8316,0.4211,-12.95,0.111,1.0,0.1258,0.4876,0.6041,111.41,288844,63
TRK000034,Track_0034,Artist_194,rnb,11,0,0.8202,0.7307,-6.784,0.0391,0.0,0.0645,0.3602,0.8025,143.45,255934,59
TRK000035,Track_0035,Artist_310,hip-hop,2,1,0.4542,0.5894,-11.34,0.1333,0.4047,0.075,0.1193,0.5476,94.7,264028,42
TRK000036,Track_0036,Artist_023,jazz,1,0,0.8514,0.598,-9.011,0.214,0.388,0.1094,0.1074,0.8617,161.95,196298,42
TRK000037,Track_0037,Artist_300,rock,6,1,0.8742,0.736,-5.361,0.2384,0.3068,0.051,0.2326,0.3327,129.19,228695,41
TRK000038,Track_0038,Artist_289,hip-hop,3,0,0.7211,0.4405,-15.528,0.2059,0.8715,0.1531,0.1686,0.4864,134.96,204041,48
TRK000039,Track_0039,Artist_097,hip-hop,5,0,0.5747,0.5612,-11.657,0.3266,0.5965,0.0477,0.3689,0.9558,152.16,177326,62
TRK000040,Track_0040,Artist_221,pop,2,1,0.632,0.561,-15.55,0.1507,0.1503,0.0142,0.2833,0.7216,146.93,218804,45
TRK000041,Track_0041,,pop,4,1,0.2382,0.7974,-5.173,0.0653,0.4787,0.2865,0.1794,0.1747,144.49,170951,32
TRK000042,Track_0042,Artist_265,jazz,4,0,0.5134,0.3915,-12.697,0.2565,0.8796,0.3321,0.3936,0.4339,103.58,176468,42
TRK000043,Track_0043,Artist_245,jazz,4,1,0.5355,0.7132,-8.876,0.0694,0.3342,0.2185,0.1067,0.3521,90.89,189970,59
TRK000044,Track_0044,Artist_124,jazz,8,0,0.6783,0.4895,-12.937,0.2252,0.2193,0.0144,0.4064,0.4489,114.1,194768,57
TRK000045,Track_0045,Artist_024,pop,7,0,0.7884,0.8758,-5.218,0.169,0.0969,0.027,0.1535,1.0,135.28,208673,56
TRK000046,Track_0046,Artist_339,rock,5,0,0.5637,0.4049,-15.937,0.0506,,0.3541,0.369,0.6179,86.0,117017,45
TRK000047,Track_0047,Artist_156,pop,1,0,0.4546,0.6173,-9.909,0.1037,0.5621,0.0415,0.1178,0.197,138.32,168044,59
TRK000048,Track_0048,Artist_312,country,6,1,0.3408,0.3563,-17.888,0.098,0.3251,0.1841,0.1983,0.1903,132.49,280689,28
TRK000049,Track_0049,Artist_237,rnb,2,1,0.6985,0.841,-6.015,0.2207,0.0205,0.3357,0.2446,0.6588,116.91,209601,55
TRK000050,Track_0050,Artist_272,rock,3,1,0.8322,0.2795,-19.84,0.0808,0.9181,0.0028,0.7648,0.4747,123.72,235262,50
TRK000051,Track_0051,Artist_266,jazz,4,0,0.5496,0.8182,-4.704,0.049,0.4521,0.0653,0.2182,0.6401,123.82,228726,57
TRK000052,Track_0052,Artist_068,pop,1,1,0.7523,0.5163,-12.115,0.2113,0.5612,0.0606,0.5166,0.4299,134.37,205127,61
TRK000053,Track_0053,Artist_128,rock,4,0,0.8397,0.6392,-10.887,0.1761,0.5676,0.0709,0.3224,0.5857,142.9,170267,61
TRK000054,Track_0054,Artist_163,pop,3,1,0.5476,0.4889,-13.162,0.0814,0.593,,0.0797,0.3261,202.4,185255,54
TRK000055,Track_0055,Artist_174,rock,10,1,0.6633,0.25,-18.985,0.1448,0.9233,0.1024,0.5574,0.3698,126.73,298128,35
TRK000056,Track_0056,Artist_016,jazz,10,1,0.728,0.489,-10.726,0.0988,0.5372,0.1954,0.1374,0.6755,103.96,186002,45
TRK000057,Track_0057,Artist_191,rnb,0,1,0.752,0.5914,-11.96,0.1773,0.495,0.2089,0.0735,0.6488,68.63,287475,47
TRK000058,Track_0058,Artist_054,pop,7,0,0.6142,0.261,-16.861,0.0893,0.5191,0.1651,0.3426,0.2915,82.58,191310,43
TRK000059,Track_0059,Artist_260,electronic,7,1,0.6864,0.7527,-8.993,0.2381,0.3773,0.1058,0.2102,0.8261,100.79,195636,66
TRK000060,Track_0060,Artist_239,jazz,4,1,0.5274,,-4.033,0.1941,0.0,0.1869,0.1503,0.7679,141.3,213439,46
TRK000061,Track_0061,Artist_322,latin,5,0,0.6757,0.8164,-3.757,0.1557,0.3134,0.3334,0.1811,0.6396,110.94,202075,62
TRK000062,Track_0062,Artist_260,electronic,9,1,0.6495,0.274,-15.586,0.1312,0.647,0.282,0.1587,0.3917,133.39,167765,35
TRK000063,Track_0063,Artist_128,rock,4,0,0.5208,0.5214,-9.294,0.3165,0.5452,0.3255,0.2673,0.7841,101.5,209360,47
TRK000064,Track_0064,Artist_338,electronic,0,0,0.5139,0.6079,-9.982,0.3076,0.2206,0.4146,0.0973,0.7833,134.75,143752,59
TRK000065,Track_0065,Artist_144,rock,4,1,0.5966,,-7.346,0.0503,0.2761,0.2946,0.1038,0.2674,146.43,226398,47
TRK000066,Track_0066,Artist_114,metal,3,1,0.8303,0.6177,-6.836,0.3143,0.4485,0.2363,0.2173,0.8548,110.74,220115,39
TRK000067,Track_0067,Artist_317,hip-hop,4,0,0.7711,0.2836,-20.229,,0.8521,0.0504,0.3466,0.8066,134.18,242778,58
TRK000068,Track_0068,Artist_130,jazz,2,1,0.7691,0.5069,-14.175,0.1677,0.69,0.034,0.0279,0.6917,109.67,187641,46
TRK000069,Track_0069,Artist_027,pop,1,1,0.7818,0.3849,-18.822,0.1849,0.4081,0.0782,0.2194,0.4525,87.51,243223,44
TRK000070,Track_0070,Artist_164,hip-hop,11,0,0.5717,0.1152,-19.13,0.141,0.6146,0.1751,0.2524,0.2854,137.5,229379,43
TRK000071,Track_0071,Artist_278,rnb,1,0,0.863,0.7548,-10.713,0.1353,0.0696,0.1804,0.1629,1.0,133.56,215738,53
TRK000072,Track_0072,Artist_067,electronic,8,0,0.2612,0.4867,-17.209,0.0263,0.3215,0.0438,0.181,0.4882,138.62,298969,46
TRK000073,Track_0073,Artist_162,hip-hop,8,1,0.7605,0.8687,-7.303,0.269,0.4133,0.0444,0.2628,0.7948,148.75,231186,80
TRK000074,Track_0074,Artist_046,latin,7,0,0.577,0.7823,-10.613,0.096,0.4589,0.0422,0.1989,1.0,115.03,189125,60
TRK000075,Track_0075,Artist_240,rnb,10,1,0.5154,0.5302,-11.737,0.2148,0.2904,0.2746,0.2776,0.2861,117.1,279132,41
TRK000076,Track_0076,Artist_167,rock,0,1,0.5755,0.634,-12.438,0.1297,0.6738,0.0764,0.1743,0.5146,114.02,232959,47
TRK000077,Track_0077,Artist_116,electronic,3,1,0.6603,0.5237,-16.197,0.0358,0.7068,0.1422,0.1754,0.5646,131.67,290047,61
TRK000078,Track_0078,Artist_080,hip-hop,2,0,0.434,0.3662,-16.035,0.2468,0.3405,0.0623,0.2111,0.3354,118.12,126526,42
TRK000079,Track_0079,Artist_198,electronic,6,0,0.5714,0.6885,-8.816,0.2107,0.1261,0.0819,0.2981,0.2168,125.53,196472,46
TRK000080,Track_0080,Artist_234,rock,7,1,0.5247,0.5157,-16.768,0.1044,0.1856,0.0596,0.131,0.6473,101.82,196584,38
TRK000081,Track_0081,Artist_329,rock,10,1,0.7619,0.6286,-11.74,0.1748,0.3558,0.1731,0.1962,0.4776,93.23,125022,43
TRK000082,Track_0082,Artist_153,rnb,4,0,0.7566,0.426,-14.791,0.4306,0.5771,0.1612,0.2618,0.4011,96.56,217465,57
TRK000083,Track_0083,Artist_057,latin,2,1,0.3647,0.2451,-19.392,0.0524,0.7577,0.0424,0.0703,0.2353,133.66,193272,29
TRK000084,Track_0084,Artist_291,country,11,1,0.6948,0.6398,-10.65,0.202,0.0,0.236,0.2458,0.5451,120.8,120048,55
TRK000085,Track_0085,Artist_220,metal,8,1,0.6727,0.5859,-8.516,0.0672,0.1572,0.0072,0.1917,0.5359,108.18,175518,56
TRK000086,Track_0086,Artist_245,classical,9,0,0.3179,0.5619,-6.916,0.0194,0.4849,0.1467,0.531,0.5632,140.57,272387,32
TRK000087,Track_0087,Artist_034,classical,5,1,0.7124,0.7377,-8.46,0.0843,0.3743,0.089,0.1569,0.8392,162.82,250892,50
TRK000088,Track_0088,Artist_110,classical,5,1,0.83,0.6838,-11.864,0.0739,0.0,0.1865,0.0522,0.6162,108.15,177972,60
TRK000089,Track_0089,Artist_268,hip-hop,4,1,0.8223,0.2593,-18.811,0.293,0.5101,0.1571,0.1086,0.4031,91.65,176660,53
TRK000090,Track_0090,Artist_291,hip-hop,8,0,0.6957,0.4065,-14.629,0.1042,0.7775,0.0511,0.0596,0.4822,148.46,248738,52
TRK000091,Track_0091,Artist_152,rock,2,1,0.4383,0.3939,-15.452,0.1376,0.3857,0.0817,0.1469,0.2242,122.43,121549,41
TRK000092,Track_0092,Artist_281,jazz,11,0,0.6832,0.2537,,0.13,0.7436,0.0789,0.2316,0.4411,116.87,236711,51
TRK000093,Track_0093,Artist_294,rock,2,1,0.6827,0.4748,-8.688,0.1381,0.2877,0.0117,0.2744,0.3531,150.5,127571,46
TRK000094,Track_0094,Artist_136,rock,5,0,0.6934,0.7083,-12.186,0.2693,0.4414,0.0148,0.1165,0.9928,114.65,283889,53
TRK000095,Track_0095,Artist_314,electronic,3,0,-0.32154241262116523,0.2653,-19.278,0.0507,0.3716,0.0133,0.442,0.5554,133.12,239626,55
TRK000096,Track_0096,Artist_101,hip-hop,7,0,0.6231,0.9124,-0.536,0.2366,0.0328,0.0923,0.2049,0.5529,126.49,127017,55
TRK000097,Track_0097,Artist_084,pop,8,0,0.7628,0.3634,-17.153,0.2255,0.8058,0.1186,0.022,0.6475,212.85,192877,59
TRK000098,Track_0098,Artist_239,country,11,0,0.5969,0.6017,-9.026,0.2541,0.5081,0.0814,0.155,0.3074,118.24,224278,45
TRK000099,Track_0099,Artist_223,rnb,9,0,0.6667,0.4105,-13.582,0.246,0.506,0.2496,0.0755,0.3656,148.23,120589,38
TRK000100,Track_0100,Artist_049,pop,2,1,0.7106,0.6493,-6.994,0.0401,0.2249,0.2034,0.2278,0.6733,114.98,208040,57
TRK000101,Track_0101,Artist_291,pop,2,0,0.6071,0.4733,-9.379,0.2079,0.4848,0.2264,0.3904,0.5132,134.6,231672,50
TRK000102,Track_0102,Artist_070,rock,10,1,0.7921,0.4347,-13.704,0.2405,0.3332,0.0383,0.1557,0.7474,116.51,116916,59
TRK000103,Track_0103,Artist_281,country,5,0,0.6638,0.4332,-18.311,0.1846,0.5488,0.3675,0.1298,0.009,144.27,243575,29
TRK000104,Track_0104,Artist_003,country,1,1,0.6571,0.4946,-14.66,0.0274,0.4905,0.2012,0.4503,0.6661,119.32,204387,41
TRK000105,Track_0105,Artist_279,pop,9,0,0.4597,0.5037,-8.109,0.0589,0.421,0.031,0.2577,0.3354,136.1,251256,47
TRK000106,Track_0106,Artist_275,country,7,1,0.4087,0.7711,-10.146,0.0941,0.4089,0.0355,0.1669,0.2932,100.83,199448,50
TRK000107,Track_0107,Artist_273,pop,0,0,0.7517,0.5752,-10.253,0.4017,0.2321,0.26,0.2983,0.2794,99.69,162431,62
TRK000108,Track_0108,Artist_233,hip-hop,9,0,0.858,0.6406,-15.439,0.3043,0.0526,0.0155,0.1989,0.5603,69.3,158037,65
TRK000109,Track_0109,Artist_165,metal,7,1,0.689,0.7713,-10.005,0.2236,0.1342,0.1843,0.2199,0.9162,132.24,195955,63
TRK000110,Track_0110,Artist_247,pop,7,1,0.9165,0.7655,-5.207,1.00058560851063,0.2568,0.1272,0.4223,0.9048,103.83,201506,82
TRK000111,Track_0111,Artist_097,pop,10,0,0.7851,0.4256,-14.558,0.2598,0.5552,0.1841,0.2401,0.8464,183.47,257882,62
TRK000112,Track_0112,Artist_273,hip-hop,5,1,0.3853,0.5362,-13.032,0.2536,0.4366,0.1811,0.4663,0.3906,108.78,197431,39
TRK000113,Track_0113,Artist_194,electronic,5,0,0.6377,0.3087,-19.0,-0.5141767826243904,0.4886,0.005,0.2171,0.4642,156.9,139785,48
TRK000114,Track_0114,Artist_161,latin,7,0,0.522,0.8275,-10.187,0.3639,0.0,0.2458,0.4485,0.2903,154.04,189397,34
TRK000115,Track_0115,Artist_177,metal,2,0,0.6726,0.3366,-15.07,0.2494,0.5755,0.126,0.0616,0.1862,115.11,141411,44
TRK000116,Track_0116,Artist_199,pop,1,1,0.6392,0.8767,22.17652460155433,0.2711,0.0212,0.2577,0.2042,0.6181,101.37,225747,58
TRK000117,Track_0117,Artist_014,pop,10,0,0.7948,0.5555,-15.128,0.1394,0.6422,0.0146,0.0784,0.3544,118.23,236094,60
TRK000118,Track_0118,Artist_049,country,2,0,0.7599,0.8081,-6.156,0.4581,0.2395,0.0722,0.0843,0.5205,153.78,243763,55
TRK000119,Track_0119,Artist_086,rock,6,0,0.4941,0.5762,-10.045,0.9746055788132595,0.328,0.0439,0.3017,0.4818,185.99,196386,42
TRK000120,Track_0120,Artist_040,rnb,3,1,0.6493,0.4374,-14.818,0.1092,0.7597,0.361,0.2281,0.7243,87.42,178507,51
TRK000121,Track_0121,Artist_154,jazz,2,0,0.6959,0.6235,-10.029,0.0258,0.4569,0.2688,0.123,0.5831,122.4,187017,48
TRK000122,Track_0122,Artist_234,pop,7,1,0.6033,0.7034,-8.442,0.2485,0.0523,0.0413,0.3035,0.3228,105.07,205890,51
TRK000123,Track_0123,Artist_229,country,9,1,0.7514,0.4584,-15.469,0.2291,0.0,0.1354,0.0754,0.2206,111.87,187087,35
TRK000124,Track_0124,Artist_165,pop,5,1,0.4381,-0.7807500476424719,-4.633,0.0656,0.0,0.0105,0.4617,0.575,169.79,282432,63
TRK000125,Track_0125,Artist_299,hip-hop,1,1,0.464,0.7205,-6.531,0.0436,0.3865,0.0375,0.1278,0.3978,100.45,193527,42
TRK000126,Track_0126,Artist_198,electronic,2,0,0.5025,0.8026,-4.066,0.1533,0.3578,0.2579,0.3558,0.578,76.99,205396,70
TRK000127,Track_0127,Artist_028,hip-hop,1,0,0.7711,0.8047,-4.557,0.1146,0.0,0.0068,0.085,0.6419,127.66,176187,76
TRK000128,Track_0128,Artist_267,jazz,10,1,,0.8291,-7.245,0.1604,0.2894,0.1174,0.2598,0.6929,132.63,177203,44
TRK000129,Track_0129,Artist_201,jazz,3,0,0.5193,0.4021,-13.754,0.2779,0.7096,0.0997,0.3476,0.6407,110.21,152713,49
TRK000130,Track_0130,Artist_222,metal,4,0,0.6028,0.33,-15.716,0.0271,0.9211,0.3522,0.1269,0.6264,102.92,163716,52
TRK000131,Track_0131,Artist_198,metal,0,0,0.4513,0.7522,-9.014,0.0176,0.4189,0.0998,0.2746,0.5827,126.49,294247,43
TRK000132,Track_0132,Artist_194,hip-hop,5,1,0.4337,0.4872,-14.302,0.1359,0.7561,0.4916,0.1113,0.2545,84.2,234473,45
TRK000133,Track_0133,Artist_032,pop,10,1,0.6152,0.3386,-15.055,0.094,0.7493,0.053,0.2823,0.3461,133.81,194750,49
TRK000134,Track_0134,Artist_196,classical,4,0,0.7767,0.6107,-7.535,0.2257,0.4711,0.047,0.0629,0.7506,112.26,180454,61
TRK000135,Track_0135,Artist_278,metal,7,1,,0.4589,-17.89,0.0618,0.4804,0.0559,0.2685,0.7532,160.84,265588,46
TRK000136,Track_0136,Artist_107,rock,2,1,0.4773,0.4678,-10.099,0.1902,0.6798,0.0314,0.3297,0.1993,130.92,172394,49
TRK000137,Track_0137,Artist_211,hip-hop,1,1,0.5167,2.0160072835616347,-13.326,0.1888,0.3914,0.1335,0.1635,0.6865,117.7,133355,49
TRK000138,Track_0138,Artist_011,hip-hop,8,1,0.4168,0.6153,-10.025,0.2614,0.3597,0.2136,0.2182,0.3126,115.57,231383,45
TRK000139,,Artist_122,pop,0,1,0.6266,0.8968,-4.799,0.292,0.2003,0.0253,0.1752,0.7662,67.86,168296,73
TRK000140,Track_0140,Artist_153,jazz,5,0,0.6165,0.5963,-10.023,0.0745,0.6572,,0.1814,1.0,118.52,152243,61
TRK000141,Track_0141,Artist_343,rock,3,1,0.6702,0.6673,-10.73,0.1596,0.2467,0.0274,0.113,0.299,116.31,160841,28
TRK000142,Track_0142,Artist_075,country,0,0,0.5598,0.4967,-13.463,0.0669,0.6773,0.0717,0.3395,0.5667,123.44,228675,20
TRK000143,Track_0143,Artist_097,country,6,0,0.2696,0.6995,-11.857,0.142,0.265,0.0831,0.2833,0.3596,116.67,205309,44
TRK000144,Track_0144,Artist_143,country,11,1,0.3884,0.1826,-23.813,0.1132,0.995,0.0642,0.4514,0.3692,161.99,165699,28
TRK000145,Track_0145,Artist_347,hip-hop,0,1,0.8365,0.4106,-9.836,0.2211,0.4452,0.1855,0.13,0.4587,114.47,231129,43
TRK000146,Track_0146,Artist_298,rock,9,0,0.6252,0.7283,-7.839,0.5576,0.4024,0.089,0.309,0.14,98.37,172761,43
TRK000147,Track_0147,Artist_013,classical,6,1,0.6655,0.8145,-5.634,0.0308,0.1684,0.1353,0.212,0.4989,75.39,136396,79
TRK000148,Track_0148,Artist_082,country,8,0,0.6664,0.59,-11.087,0.2967,0.1966,0.0743,0.2775,0.6189,109.51,151146,39
TRK000149,Track_0149,Artist_287,hip-hop,1,0,0.5354,0.4263,-16.442,0.1575,0.5461,0.0573,0.586,0.683,92.68,210989,60
TRK000150,Track_0150,Artist_021,rnb,10,0,0.7819,0.5515,-12.543,0.2199,0.6864,0.0293,0.3783,0.6679,85.66,174739,50
TRK000151,Track_0151,Artist_299,pop,0,1,0.6363,0.3433,-16.247,0.0835,0.4733,0.2078,0.0779,0.7216,113.27,214736,41
TRK000152,Track_0152,,rnb,10,0,0.5274,0.8752,-5.179,0.0261,0.0,0.0359,0.0306,0.5048,153.87,260057,49
TRK000153,Track_0153,Artist_321,pop,7,0,0.8817,0.4908,-14.858,0.0889,0.581,,0.2435,0.515,148.18,181649,49
TRK000154,Track_0154,Artist_103,pop,4,1,0.6386,0.5402,-11.062,0.0793,0.1578,0.703,0.1763,0.5882,86.1,329983,37
TRK000155,Track_0155,Artist_152,electronic,0,0,0.7849,0.6628,-9.003,0.3705,0.6186,0.1152,0.0873,0.5677,123.03,222430,52
TRK000156,Track_0156,,pop,7,1,0.7677,0.537,-11.322,0.2086,0.7399,0.4034,0.4016,0.7855,133.85,202066,50
TRK000157,Track_0157,Artist_045,pop,1,0,0.4904,0.3767,-14.162,0.1391,0.8102,0.0569,0.2481,0.1495,138.37,149938,45
TRK000158,Track_0158,Artist_195,pop,7,0,0.5521,0.6669,-9.703,0.162,0.331,0.0124,0.1567,0.6871,166.9,194316,61
TRK000159,Track_0159,Artist_177,hip-hop,9,1,0.8669,0.506,-13.24,0.3914,0.7936,0.1003,0.1456,0.8346,89.25,198815,56
TRK000160,Track_0160,Artist_274,country,3,0,0.5792,0.8231,-2.629,0.196,0.419,0.1312,0.1139,0.6644,97.2,244188,59
TRK000161,Track_0161,Artist_348,pop,2,0,0.6282,0.5678,-13.585,0.247,0.3363,0.2055,0.2332,0.6957,103.45,183190,52
TRK000162,Track_0162,Artist_232,jazz,2,0,0.5649,0.6909,-12.921,0.3493,0.5681,0.0654,0.2192,0.4292,132.26,229457,47
TRK000163,Track_0163,Artist_143,country,2,0,0.7122,0.5349,-11.011,,0.301,0.03,0.3577,0.408,55.0,211890,29
TRK000164,Track_0164,Artist_142,pop,1,0,0.5581,0.5021,-14.339,0.1447,0.4625,0.066,0.2617,0.5403,115.6,253864,55
TRK000165,Track_0165,Artist_146,pop,2,0,0.79,0.6721,-11.585,0.0361,0.0051,0.1639,0.3801,0.5107,72.09,257412,82
TRK000166,Track_0166,Artist_285,rnb,7,1,0.6748,,-11.216,0.0812,0.5337,0.384,0.2298,0.5802,121.93,225011,55
TRK000167,Track_0167,Artist_113,country,3,0,0.704,0.715,-8.588,0.0526,0.232,0.1667,0.2386,0.6713,179.96,244424,52
TRK000168,Track_0168,Artist_059,electronic,9,0,0.7434,0.5166,-15.415,0.1475,0.402,0.0784,0.1809,0.5532,147.23,260560,45
TRK000169,Track_0169,Artist_117,country,9,0,0.6342,0.5613,-7.395,0.2907,0.4089,0.0681,0.1213,0.5826,87.67,234179,64
TRK000170,Track_0170,Artist_008,pop,9,1,0.5821,0.5299,,0.1064,0.3658,0.0189,0.0759,0.6116,110.28,222500,56
TRK000171,Track_0171,Artist_038,hip-hop,6,1,0.3588,0.5964,-11.069,0.0742,0.4111,0.0846,0.2516,0.4022,97.09,228414,42
TRK000172,Track_0172,Artist_032,classical,3,1,0.7816,0.6475,-13.91,0.1882,0.5835,0.1245,0.2883,0.5425,158.25,282525,47
TRK000173,Track_0173,Artist_270,rock,11,0,0.7687,0.7239,-7.478,0.1723,0.085,0.0195,0.3807,0.7974,60.35,215068,77
TRK000174,Track_0174,Artist_253,classical,2,1,0.8898,0.3867,18.499908952650458,0.0984,0.7686,0.0715,0.2256,0.6349,109.7,242802,51
TRK000175,Track_0175,Artist_244,hip-hop,5,0,0.6903,0.2978,-15.647,0.357,0.741,0.0589,0.3012,0.546,102.5,179566,56
TRK000176,Track_0176,Artist_162,classical,5,1,0.4779,0.7084,-8.454,0.3302,0.359,0.1186,0.3196,0.6179,89.15,277540,46
TRK000177,Track_0177,Artist_251,hip-hop,8,0,0.824,0.3902,-12.444,0.1542,0.6043,0.1488,0.1721,0.5841,168.44,230228,55
TRK000178,Track_0178,Artist_057,hip-hop,6,0,0.5995,,-7.996,0.1635,0.1004,0.048,0.36,0.5275,78.15,194459,55
TRK000179,Track_0179,Artist_315,pop,9,1,0.5165,0.3617,-19.573,0.1429,0.7184,0.1288,0.1381,0.298,88.56,206846,60
TRK000180,Track_0180,Artist_175,pop,11,0,0.7075,0.6416,-9.362,0.1623,0.4518,0.1377,0.1204,0.577,166.67,200172,61
TRK000181,Track_0181,Artist_328,classical,4,0,,0.5945,-11.476,0.1522,0.2614,0.0171,0.2661,0.5475,119.21,210223,33
TRK000182,Track_0182,Artist_054,pop,10,0,0.7096,0.8686,-8.893,0.0528,0.0,0.3094,0.2946,0.7684,117.09,219439,69
TRK000183,Track_0183,Artist_174,pop,2,1,0.5795,0.6047,-13.018,0.1383,0.4106,0.1679,0.1678,0.5483,104.49,201145,55
TRK000184,Track_0184,Artist_244,pop,10,1,0.8036,0.4139,-16.515,0.2424,0.7219,0.0537,0.078,0.6199,121.94,138538,63
TRK000185,Track_0185,Artist_173,pop,2,1,0.7238,0.7601,-3.855,0.0635,0.4208,0.186,0.0656,0.4429,109.98,289848,58
TRK000186,Track_0186,Artist_156,country,10,1,0.337,0.6256,-8.68,0.0264,0.591,0.2666,0.3026,0.337,101.43,221983,34
TRK000187,Track_0187,Artist_059,hip-hop,4,0,0.7621,0.7029,-9.301,0.1461,0.3639,0.2801,0.133,0.7597,82.76,222205,69
TRK000188,Track_0188,Artist_133,metal,11,0,0.5488,0.6067,-9.618,0.0256,0.346,0.023,0.1838,0.3593,123.13,207838,62
TRK000189,Track_0189,Artist_084,pop,1,0,0.9188,0.8038,-10.804,0.2012,0.1958,0.2063,0.5292,0.7702,105.28,250862,53
